,Title,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites
69,Dragon Ball Z,"DBZ, Dragonball Z",ドラゴンボールZ,Dragon Ball Z,TV,291,Finished Airing,"Apr 26, 1989 to Jan 31, 1996",Spring 1989,Wednesdays at 19:00 (JST),"Fuji TV , Shueisha",Funimation,Toei Animation,Manga,"Action Action, Adventure Adventure, Comedy Comedy, Fantasy Fantasy","Martial Arts Martial Arts, Super Power Super Power",Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"8.17 1 (scored by 840587 840,587 users) 1 indicates a weighted score .",#403 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#112,"1,219,414","38,044"
70,Dororo,Dororo to Hyakkimaru,どろろ,Dororo,TV,24,Finished Airing,"Jan 7, 2019 to Jun 24, 2019",Winter 2019,Mondays at 22:30 (JST),Twin Engine,Sentai Filmworks,"Tezuka Productions , MAPPA",Manga,"Action Action, Adventure Adventure, Supernatural Supernatural","Historical Historical, Mythology Mythology, Samurai Samurai",Shounen Shounen,24 min. per ep.,R - 17+ (violence & profanity),"8.25 1 (scored by 620666 620,666 users) 1 indicates a weighted score .",#310 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#113,"1,213,898","20,729"
71,Guilty Crown,GUILTY CROWN,ギルティクラウン,Guilty Crown,TV,22,Finished Airing,"Oct 14, 2011 to Mar 23, 2012",Fall 2011,Fridays at 01:15 (JST),"Aniplex , Dentsu , Movic , Fuji TV , Fujipacific Music , 1IN",Funimation,Production I.G,Original,"Action Action, Drama Drama, Sci-Fi Sci-Fi","Mecha Mecha, Romantic Subtext Romantic Subtext, Super Power Super Power",,24 min. per ep.,R - 17+ (violence & profanity),"7.41 1 (scored by 635801 635,801 users) 1 indicates a weighted score .",#2159 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#114,"1,209,930","17,034"
72,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"Dai San Bu Kuujou Joutarou: Mirai e no Isan, JoJo's Bizarre Adventure Part 3",ジョジョの奇妙な冒険 スターダストクルセイダース,JoJo's Bizarre Adventure: Stardust Crusaders,TV,24,Finished Airing,"Apr 5, 2014 to Sep 13, 2014",Spring 2014,Saturdays at 00:30 (JST),"Yomiko Advertising , Warner Bros. Japan , KlockWorx , Medicos Entertainment , Shueisha",VIZ Media,David Production,Manga,"Action Action, Adventure Adventure, Supernatural Supernatural",,Shounen Shounen,24 min. per ep.,R - 17+ (violence & profanity),"8.10 1 (scored by 857281 857,281 users) 1 indicates a weighted score .",#483 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#115,"1,208,892","22,086"
73,Tokyo Ghoul:re,"Tokyo Kushu:re, Toukyou Kuushu:re",東京喰種トーキョーグール：re,Tokyo Ghoul:re,TV,12,Finished Airing,"Apr 3, 2018 to Jun 19, 2018",Spring 2018,Tuesdays at 23:00 (JST),"Marvelous Entertainment , Pierrot Plus , TC Entertainment",Funimation,Pierrot,Manga,"Action Action, Fantasy Fantasy, Horror Horror, Suspense Suspense","Gore Gore, Psychological Psychological",Seinen Seinen,24 min. per ep.,R - 17+ (violence & profanity),"6.37 1 (scored by 701196 701,196 users) 1 indicates a weighted score .",#7434 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#119,"1,176,308","3,882"
74,Kuroshitsuji,"Kuro Shitsuji, Kuroshitsuzi",黒執事,Black Butler,TV,24,Finished Airing,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,Fridays at 01:25 (JST),"Aniplex , Square Enix , Yomiko Advertising , Mainichi Broadcasting System , Movic , Trinity Sound","Funimation , Aniplex of America",A-1 Pictures,Manga,"Action Action, Fantasy Fantasy, Mystery Mystery","Historical Historical, Mythology Mythology",Shounen Shounen,24 min. per ep.,R - 17+ (violence & profanity),"7.66 1 (scored by 606896 606,896 users) 1 indicates a weighted score .",#1294 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#120,"1,174,980","22,641"
75,Boku no Hero Academia 5th Season,My Hero Academia 5,僕のヒーローアカデミア,My Hero Academia Season 5,TV,25,Finished Airing,"Mar 27, 2021 to Sep 25, 2021",Spring 2021,Saturdays at 17:30 (JST),"Dentsu , Movic , Sony Music Entertainment , TOHO animation , Shueisha",Funimation,Bones,Manga,,"School School, Super Power Super Power",Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.37 1 (scored by 592706 592,706 users) 1 indicates a weighted score .",#2339 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#121,"1,170,083","10,172"
76,Kyoukai no Kanata,Beyond the Horizon,境界の彼方,Beyond the Boundary,TV,12,Finished Airing,"Oct 3, 2013 to Dec 19, 2013",Fall 2013,Thursdays at 00:30 (JST),"Lantis , Pony Canyon , TBS",Sentai Filmworks,Kyoto Animation,Light novel,"Action Action, Fantasy Fantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"7.72 1 (scored by 549924 549,924 users) 1 indicates a weighted score .",#1152 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#123,"1,161,843","11,957"
77,Devilman: Crybaby,,DEVILMAN crybaby,Devilman: Crybaby,ONA,10,Finished Airing,"Jan 5, 2018",,,"Aniplex , Dynamic Planning , Netflix","None found, add some",Science SARU,Manga,"Action Action, Avant Garde Avant Garde, Horror Horror, Supernatural Supernatural","Gore Gore, Mythology Mythology",Shounen Shounen,25 min. per ep.,R+ - Mild Nudity,"7.75 1 (scored by 691970 691,970 users) 1 indicates a weighted score .",#1085 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#125,"1,140,925","23,997"
78,Nanatsu no Taizai: Imashime no Fukkatsu,Seven Deadly Sins Season 2,七つの大罪 戒めの復活,The Seven Deadly Sins: Revival of the Commandments,TV,24,Finished Airing,"Jan 13, 2018 to Jun 30, 2018",Winter 2018,Saturdays at 06:30 (JST),"Aniplex , Dentsu , Mainichi Broadcasting System , Kodansha , Movic","None found, add some",A-1 Pictures,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.57 1 (scored by 699281 699,281 users) 1 indicates a weighted score .",#1547 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#127,"1,119,567","3,752"
79,Goblin Slayer,,ゴブリンスレイヤー,Goblin Slayer,TV,12,Finished Airing,"Oct 7, 2018 to Dec 30, 2018",Fall 2018,Sundays at 00:30 (JST),"Sony Pictures Entertainment , Frontier Works , AT-X , SoftBank Creative , Bushiroad , Hakuhodo DY Music & Pictures , Good Smile Film , Artist Management Office",Funimation,White Fox,Light novel,"Action Action, Adventure Adventure, Fantasy Fantasy",,,23 min. per ep.,R - 17+ (violence & profanity),"7.42 1 (scored by 670225 670,225 users) 1 indicates a weighted score .",#2140 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#129,"1,117,773","7,455"
80,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, Diamond is not Crash",ジョジョの奇妙な冒険 ダイヤモンドは砕けない,JoJo's Bizarre Adventure: Diamond Is Unbreakable,TV,39,Finished Airing,"Apr 2, 2016 to Dec 24, 2016",Spring 2016,Saturdays at 00:30 (JST),Warner Bros. Japan,VIZ Media,David Production,Manga,"Action Action, Adventure Adventure, Supernatural Supernatural",,Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"8.50 1 (scored by 769841 769,841 users) 1 indicates a weighted score .",#131 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#130,"1,114,881","39,456"
81,Log Horizon,,ログ・ホライズン,Log Horizon,TV,25,Finished Airing,"Oct 5, 2013 to Mar 22, 2014",Fall 2013,Saturdays at 17:30 (JST),NHK,"Funimation , Sentai Filmworks",Satelight,Light novel,"Action Action, Adventure Adventure, Fantasy Fantasy","Adult Cast Adult Cast, Video Game Video Game",,24 min. per ep.,PG-13 - Teens 13 or older,"7.91 1 (scored by 578505 578,505 users) 1 indicates a weighted score .",#738 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#131,"1,112,584","10,342"
82,Fate/Zero 2nd Season,Fate/Zero Second Season,フェイト/ゼロ 2ndシーズン,Fate/Zero Season 2,TV,12,Finished Airing,"Apr 8, 2012 to Jun 24, 2012",Spring 2012,Sundays at 00:00 (JST),"Aniplex , Nitroplus , Seikaisha , Notes",Aniplex of America,ufotable,Light novel,"Action Action, Fantasy Fantasy, Supernatural Supernatural",,,24 min. per ep.,R - 17+ (violence & profanity),"8.55 1 (scored by 708436 708,436 users) 1 indicates a weighted score .",#106 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#132,"1,111,932","20,400"
83,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"JoJo's Bizarre Adventure Part 3, JoJo's Bizarre Adventure: Stardust Crusaders - Egypt Arc",ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,TV,24,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,Saturdays at 00:30 (JST),"Yomiko Advertising , Warner Bros. Japan , KlockWorx , Medicos Entertainment , Shueisha",VIZ Media,David Production,Manga,"Action Action, Adventure Adventure, Supernatural Supernatural",,Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"8.44 1 (scored by 785674 785,674 users) 1 indicates a weighted score .",#156 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#133,"1,105,494","20,556"
84,Fate/stay night: Unlimited Blade Works,"Fate/stay night (2014), Fate - Stay Night",Fate/stay night [Unlimited Blade Works],Fate/stay night [Unlimited Blade Works],TV,12,Finished Airing,"Oct 12, 2014 to Dec 28, 2014",Fall 2014,Sundays at 00:00 (JST),"Aniplex , Notes",Aniplex of America,ufotable,Visual novel,"Action Action, Fantasy Fantasy, Supernatural Supernatural",,,28 min. per ep.,R - 17+ (violence & profanity),"8.18 1 (scored by 674071 674,071 users) 1 indicates a weighted score .",#384 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#138,"1,064,917","16,537"
85,Gintama,"Gin Tama, Silver Soul, Yorinuki Gintama-san",銀魂,Gintama,TV,201,Finished Airing,"Apr 4, 2006 to Mar 25, 2010",Spring 2006,Thursdays at 18:00 (JST),"TV Tokyo , Aniplex , Dentsu , Trinity Sound , Audio Highs , Miracle Robo , Shueisha","Sentai Filmworks , Crunchyroll",Sunrise,Manga,"Action Action, Comedy Comedy, Sci-Fi Sci-Fi","Gag Humor Gag Humor, Historical Historical, Parody Parody, Samurai Samurai",Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"8.94 1 (scored by 394412 394,412 users) 1 indicates a weighted score .",#15 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#139,"1,059,782","59,231"
86,Mahouka Koukou no Rettousei,,魔法科高校の劣等生,The Irregular at Magic High School,TV,26,Finished Airing,"Apr 6, 2014 to Sep 28, 2014",Spring 2014,Sundays at 00:30 (JST),"Aniplex , Square Enix , Movic , ASCII Media Works",Aniplex of America,Madhouse,Light novel,"Action Action, Fantasy Fantasy, Romance Romance, Sci-Fi Sci-Fi",,,23 min. per ep.,PG-13 - Teens 13 or older,"7.39 1 (scored by 584710 584,710 users) 1 indicates a weighted score .",#2252 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#141,"1,057,365","11,003"
87,Magi: The Labyrinth of Magic,Magi Season 1,マギ The labyrinth of magic,Magi: The Labyrinth of Magic,TV,25,Finished Airing,"Oct 7, 2012 to Mar 31, 2013",Fall 2012,Sundays at 17:00 (JST),"Aniplex , Dentsu , Shogakukan-Shueisha Productions , Mainichi Broadcasting System , Movic , GYAO!",Aniplex of America,A-1 Pictures,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"8.01 1 (scored by 550153 550,153 users) 1 indicates a weighted score .",#610 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#145,"1,039,510","9,239"
88,Sword Art Online: Alicization,"Sword Art Online III, SAO Alicization, Sword Art Online 3, SAO 3",ソードアート・オンライン アリシゼーション,Sword Art Online: Alicization,TV,24,Finished Airing,"Oct 7, 2018 to Mar 31, 2019",Fall 2018,Sundays at 00:00 (JST),"Aniplex , Genco , Bandai Namco Entertainment , Egg Firm , Straight Edge , Kadokawa",Aniplex of America,A-1 Pictures,Light novel,"Action Action, Adventure Adventure, Fantasy Fantasy",,,24 min. per ep.,R - 17+ (violence & profanity),"7.57 1 (scored by 616574 616,574 users) 1 indicates a weighted score .",#1535 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#146,"1,039,101","7,262"
89,Dragon Ball,"Dragonball, DB",ドラゴンボール,Dragon Ball,TV,153,Finished Airing,"Feb 26, 1986 to Apr 12, 1989",Winter 1986,Wednesdays at 19:00 (JST),"Fuji TV , Shueisha",Funimation,Toei Animation,Manga,"Action Action, Adventure Adventure, Comedy Comedy, Fantasy Fantasy","Martial Arts Martial Arts, Super Power Super Power",Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.97 1 (scored by 665479 665,479 users) 1 indicates a weighted score .",#660 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#148,"1,032,798","15,981"
90,Date A Live,,デート・ア・ライブ,Date A Live,TV,12,Finished Airing,"Apr 6, 2013 to Jun 22, 2013",Spring 2013,Saturdays at 01:30 (JST),"AIC , Kadokawa Shoten , AT-X , Nippon Columbia , Fujimi Shobo",Funimation,AIC PLUS+,Light novel,"Action Action, Fantasy Fantasy, Romance Romance, Sci-Fi Sci-Fi","Harem Harem, School School",,25 min. per ep.,R - 17+ (violence & profanity),"7.15 1 (scored by 580722 580,722 users) 1 indicates a weighted score .",#3494 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#151,"1,025,068","9,761"
91,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"JoJo's Bizarre Adventure Part 5: Golden Wind, JoJo no Kimyou na Bouken Part 5: Ougon no Kaze, Le Bizzarre Avventure Di GioGio Parte 5: Vento Aureo",ジョジョの奇妙な冒険 黄金の風,JoJo's Bizarre Adventure: Golden Wind,TV,39,Finished Airing,"Oct 6, 2018 to Jul 28, 2019",Fall 2018,Saturdays at 01:05 (JST),Warner Bros. Japan,VIZ Media,David Production,Manga,"Action Action, Adventure Adventure, Supernatural Supernatural",,Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"8.57 1 (scored by 679298 679,298 users) 1 indicates a weighted score .",#94 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#152,"1,015,972","31,670"
92,Overlord II,,オーバーロードⅡ,Overlord II,TV,13,Finished Airing,"Jan 9, 2018 to Apr 3, 2018",Winter 2018,Tuesdays at 22:30 (JST),"AT-X , Enterbrain , Grooove , Hakuhodo DY Music & Pictures , NTT Plala , Kadokawa",Funimation,Madhouse,Light novel,"Action Action, Adventure Adventure, Fantasy Fantasy",,,23 min. per ep.,R - 17+ (violence & profanity),"7.76 1 (scored by 631813 631,813 users) 1 indicates a weighted score .",#1046 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#153,"1,015,929","4,502"
93,Black Lagoon,,BLACK LAGOON,Black Lagoon,TV,12,Finished Airing,"Apr 9, 2006 to Jun 25, 2006",Spring 2006,Sundays at 02:35 (JST),"Geneon Universal Entertainment , Shogakukan-Shueisha Productions","Funimation , Geneon Entertainment USA",Madhouse,Manga,,"Adult Cast Adult Cast, Organized Crime Organized Crime",Seinen Seinen,23 min. per ep.,R - 17+ (violence & profanity),"8.03 1 (scored by 491530 491,530 users) 1 indicates a weighted score .",#579 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#155,"1,002,372","18,684"
94,Fairy Tail (2014),Fairy Tail Season 2,FAIRY TAIL（フェアリーテイル）,Fairy Tail Series 2,TV,102,Finished Airing,"Apr 5, 2014 to Mar 26, 2016",Spring 2014,Saturdays at 10:30 (JST),"TV Tokyo , Dentsu",Funimation,"A-1 Pictures , Bridge",Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.65 1 (scored by 556286 556,286 users) 1 indicates a weighted score .",#1315 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#156,"990,470","12,165"
95,Rakudai Kishi no Cavalry,"A Chivalry of the Failed Knight, Rakudai Kishi no Eiyuutan, A Tale of Worst One",落第騎士の英雄譚《キャバルリィ》,Chivalry of a Failed Knight,TV,12,Finished Airing,"Oct 3, 2015 to Dec 19, 2015",Fall 2015,Saturdays at 23:00 (JST),"Frontier Works , Media Factory , AT-X , flying DOG , Hakuhodo DY Music & Pictures , Animatic , SB Creative",Sentai Filmworks,"SILVER LINK. , Nexus",Light novel,"Action Action, Fantasy Fantasy, Romance Romance, Ecchi Ecchi",,,23 min. per ep.,R - 17+ (violence & profanity),"7.43 1 (scored by 555054 555,054 users) 1 indicates a weighted score .",#2077 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#162,"945,816","8,778"
96,Darker than Black: Kuro no Keiyakusha,DTB,Darker than BLACK -黒の契約者-,Darker than Black,TV,25,Finished Airing,"Apr 6, 2007 to Sep 28, 2007",Spring 2007,Fridays at 01:25 (JST),"Aniplex , Square Enix , Mainichi Broadcasting System , Movic , Myrica Music",Funimation,Bones,Original,"Action Action, Mystery Mystery, Sci-Fi Sci-Fi",,,24 min. per ep.,R - 17+ (violence & profanity),"8.05 1 (scored by 436431 436,431 users) 1 indicates a weighted score .",#554 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#163,"943,718","16,714"
97,Tensei shitara Slime Datta Ken 2nd Season,Tensura 2,転生したらスライムだった件,That Time I Got Reincarnated as a Slime Season 2,TV,12,Finished Airing,"Jan 12, 2021 to Mar 30, 2021",Winter 2021,Tuesdays at 23:00 (JST),Kodansha,Funimation,8bit,Manga,"Action Action, Adventure Adventure, Comedy Comedy, Fantasy Fantasy","Isekai Isekai, Reincarnation Reincarnation",Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.38 1 (scored by 544930 544,930 users) 1 indicates a weighted score .",#190 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#164,"943,104","10,697"
98,Fate/stay night,Fate - Stay Night,Fate/stay night,Fate/stay night,TV,24,Finished Airing,"Jan 7, 2006 to Jun 17, 2006",Winter 2006,Saturdays at 01:30 (JST),"Geneon Universal Entertainment , Frontier Works , TBS , KlockWorx , Notes","Sentai Filmworks , Geneon Entertainment USA",Studio Deen,Visual novel,"Action Action, Fantasy Fantasy, Romance Romance, Supernatural Supernatural",,,24 min. per ep.,R - 17+ (violence & profanity),"7.28 1 (scored by 515315 515,315 users) 1 indicates a weighted score .",#2781 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#167,"939,696","7,296"
99,Hellsing Ultimate,,HELLSING OVA,Hellsing Ultimate,OVA,10,Finished Airing,"Feb 10, 2006 to Dec 26, 2012",,,"Geneon Universal Entertainment , GDH , Geneon Entertainment USA , Shounen Gahousha",Funimation,"Madhouse , Satelight , Graphinica",Manga,"Action Action, Horror Horror, Supernatural Supernatural","Adult Cast Adult Cast, Gore Gore, Military Military, Vampire Vampire",Seinen Seinen,49 min. per ep.,R - 17+ (violence & profanity),"8.35 1 (scored by 481205 481,205 users) 1 indicates a weighted score .",#211 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#172,"925,881","21,933"
